0.08484452;-0.23882163;9.782109-0.65777874;-0.7531044;-0.01268118
0.10160393;-0.23702596;9.787497-0.6555234;-0.75508755;-0.011481139
0.10160393;-0.23702596;9.787497-0.658202;-0.7527551;-0.011396847
0.096815534;-0.25857377;9.791088-0.66172945;-0.74962556;-0.013253668
0.07227496;-0.23822308;9.808446-0.6618675;-0.74950236;-0.013326506
0.07227496;-0.23822308;9.808446-0.6758824;-0.73689634;-0.012917066
0.07586627;-0.23283611;9.794081-0.67478323;-0.7379132;-0.012315556
0.08125322;-0.24480712;9.815628-0.675652;-0.7371098;-0.012790911
0.08125322;-0.24480712;9.815628-0.6655664;-0.7462236;-0.013101702
0.096815534;-0.22385786;9.81084-0.6609092;-0.75039107;-0.010599976
0.07466917;-0.22984336;9.786898-0.6644121;-0.7472623;-0.012480174
0.07466917;-0.22984336;9.786898-0.6638962;-0.74772036;-0.012494868
0.08604162;-0.22685061;9.77792-0.662143;-0.74928844;-0.011557132
0.07107786;-0.24779987;9.797672-0.66672033;-0.7451763;-0.014010015
0.07107786;-0.24779987;9.797672-0.67398727;-0.73861414;-0.013791327
0.08843583;-0.24121583;9.77792-0.6710739;-0.74128985;-0.012217718
0.09023148;-0.23343466;9.7958765-0.66978455;-0.74246603;-0.0115233855
0.09023148;-0.23343466;9.7958765-0.65307564;-0.75719714;-0.012028334
0.07347207;-0.2693477;9.8042555-0.65987015;-0.7512158;-0.015692798
0.08903438;-0.24121583;9.81922-0.65422213;-0.75619674;-0.01264442
0.08903438;-0.24121583;9.81922-0.6580909;-0.75283426;-0.012526742
0.06688801;-0.24301147;9.803059-0.6610026;-0.7502513;-0.014088105
0.065092355;-0.25198972;9.802461-0.66242874;-0.74897766;-0.014855007
0.065092355;-0.25198972;9.802461-0.6624863;-0.74892676;-0.014853318
0.079457566;-0.24420857;9.798869-0.65979606;-0.75132567;-0.01337444
0.08364742;-0.22864626;9.78989-0.6572582;-0.75357026;-0.011984105
0.08364742;-0.22864626;9.78989-0.659655;-0.7514741;-0.011914669
0.063895255;-0.22565351;9.7863-0.66163385;-0.749715;-0.012967165
0.060303956;-0.2148796;9.804854-0.66054744;-0.750682;-0.012389028
0.060303956;-0.2148796;9.804854-0.66447;-0.74721384;-0.012288895
0.07287352;-0.23403321;9.804854-0.6655319;-0.7462584;-0.012866032
0.08723872;-0.22864626;9.835979-0.66305006;-0.7484864;-0.011518423
0.08723872;-0.22864626;9.835979-0.6569087;-0.7538794;-0.01169826
0.07826047;-0.22744916;9.832987-0.6578048;-0.75308996;-0.012184453
0.09262568;-0.23762453;9.828198-0.65749824;-0.75336033;-0.012018039
0.09262568;-0.23762453;9.828198-0.6632256;-0.7483258;-0.011842339
0.08604162;-0.23044191;9.843162-0.66301316;-0.7485159;-0.011728216
0.06928221;-0.23822308;9.8198185-0.6661041;-0.7457385;-0.013391588
0.06928221;-0.23822308;9.8198185-0.68555725;-0.7279058;-0.0128217265
0.06628946;-0.23223756;9.800665-0.6851814;-0.72826314;-0.012622587
0.07107786;-0.23942018;9.78989-0.68556166;-0.7279016;-0.012824053
0.07107786;-0.23942018;9.78989-0.67243606;-0.7400372;-0.013216137
0.08125322;-0.24600422;9.776124-0.6721148;-0.7403321;-0.013043342
0.08304887;-0.23283611;9.797073-0.6700936;-0.7421803;-0.01195825
0.08304887;-0.23283611;9.797073-0.6733951;-0.7391876;-0.011859142
0.08065467;-0.24660277;9.791686-0.6755377;-0.73721075;-0.013002146
0.07526772;-0.25258827;9.8198185-0.6769199;-0.7359285;-0.01374126
0.07526772;-0.25258827;9.8198185-0.6873163;-0.72623444;-0.0134122195
0.07586627;-0.22266077;9.797073-0.68349093;-0.7298716;-0.011295194
0.080056116;-0.25378537;9.787497-0.6869707;-0.7265649;-0.013220472
0.080056116;-0.25378537;9.787497-0.67039305;-0.7418787;-0.013753149
0.08364742;-0.24540567;9.785102-0.6688708;-0.74326634;-0.012922958
0.07407062;-0.23882163;9.787497-0.6691341;-0.7430268;-0.013066435
0.07407062;-0.23882163;9.787497-0.6754853;-0.737261;-0.012877679
0.07646482;-0.23463176;9.812037-0.6745902;-0.7380884;-0.012392592
0.08185177;-0.23463176;9.804854-0.67395777;-0.7386716;-0.012050273
0.08185177;-0.23463176;9.804854-0.6708179;-0.7415226;-0.01214471
0.06928221;-0.24660277;9.779117-0.67396176;-0.73863626;-0.0138515765
0.056712653;-0.24301147;9.796474-0.67495525;-0.73771834;-0.014392475
0.056712653;-0.24301147;9.796474-0.66567415;-0.7460986;-0.014654084
0.06808511;-0.24600422;9.81084-0.66468775;-0.7469878;-0.0141177345
0.07646482;-0.24480712;9.812635-0.6635339;-0.7480245;-0.013491252
0.07646482;-0.24480712;9.812635-0.6635339;-0.7480245;-0.013491252
0.07526772;-0.24061728;9.807249-0.6631298;-0.74838674;-0.013272071
0.09142858;-0.23163901;9.821614-0.6599892;-0.751186;-0.011572651
0.09142858;-0.23163901;9.821614-0.66298383;-0.74854565;-0.011482502
0.09501988;-0.25258827;9.82341-0.6653324;-0.7464384;-0.012757461
0.08245032;-0.24121583;9.822811-0.6653113;-0.74645716;-0.012746062
0.08245032;-0.24121583;9.822811-0.6591176;-0.75192875;-0.012932413
0.07287352;-0.23582886;9.793482-0.65958714;-0.75151235;-0.013188555
0.06748656;-0.22445641;9.782708-0.65872097;-0.75227976;-0.012716234
0.06748656;-0.22445641;9.782708-0.6651817;-0.7465762;-0.0125408005
0.07167641;-0.22864626;9.803658-0.6651958;-0.7465635;-0.01254839
0.08963293;-0.23942018;9.791088-0.66452354;-0.747168;-0.012186988
0.08963293;-0.23942018;9.791088-0.6638449;-0.7477706;-0.012207939
0.079457566;-0.24301147;9.8276-0.6654507;-0.7463272;-0.013074505
0.07407062;-0.25677812;9.790489-0.66801006;-0.7440117;-0.014459543
0.07407062;-0.25677812;9.790489-0.6621708;-0.74920994;-0.014640056
0.080056116;-0.24540567;9.799467-0.6599462;-0.7511931;-0.013420557
0.08065467;-0.25797522;9.81084-0.6615104;-0.7498001;-0.01427767
0.08065467;-0.25797522;9.81084-0.6647259;-0.7469528;-0.014176367
0.057909753;-0.25258827;9.803658-0.66671306;-0.74515826;-0.015260535
0.08783727;-0.25498247;9.807249-0.6634956;-0.7480583;-0.013506551
0.08783727;-0.25498247;9.807249-0.65376973;-0.75656754;-0.013814894
0.08185177;-0.2148796;9.804854-0.6490323;-0.76067764;-0.011252554
0.07287352;-0.22266077;9.783905-0.65119183;-0.7588116;-0.012418653
0.07287352;-0.22266077;9.783905-0.6670282;-0.7449361;-0.011984924
0.08544307;-0.24241292;9.806051-0.66809833;-0.7439668;-0.012570075
0.06748656;-0.24660277;9.800665-0.6707783;-0.741525;-0.014039212
0.06748656;-0.24660277;9.800665-0.67097545;-0.7413468;-0.014033371
0.08125322;-0.24420857;9.803059-0.6690165;-0.7431345;-0.012967388
0.07227496;-0.23702596;9.790489-0.6691648;-0.74299943;-0.013048002
0.07227496;-0.23702596;9.790489-0.659329;-0.7517362;-0.013332125
0.062099606;-0.23223756;9.801862-0.65985894;-0.75126606;-0.013619372
0.07885902;-0.25318682;9.822811-0.660639;-0.7505724;-0.014042587
0.07885902;-0.25318682;9.822811-0.68025225;-0.7328551;-0.013428463
0.07466917;-0.23822308;9.801862-0.6788619;-0.73415667;-0.012671369
0.09861118;-0.24001873;9.791088-0.6762373;-0.7365981;-0.011246224
0.09861118;-0.24001873;9.791088-0.6635463;-0.74804443;-0.011654636
0.09382278;-0.23223756;9.79827-0.6630685;-0.748472;-0.011391028
0.08125322;-0.24600422;9.785701-0.66635656;-0.7455163;-0.013208716
0.08125322;-0.24600422;9.785701-0.66573447;-0.74607146;-0.013227837
0.09442133;-0.25019407;9.810242-0.6646727;-0.7470276;-0.012654387
0.08484452;-0.2621651;9.801862-0.66741496;-0.74455196;-0.014137012
0.08484452;-0.2621651;9.801862-0.6679709;-0.7440534;-0.014118865
0.061501056;-0.24420857;9.7958765-0.66838455;-0.7436777;-0.014343394
0.06748656;-0.24061728;9.81922-0.6671365;-0.74481016;-0.013666202
0.06748656;-0.24061728;9.81922-0.66670436;-0.74519664;-0.013678643
0.08484452;-0.24540567;9.818023-0.66527426;-0.7464874;-0.012909662
0.07466917;-0.23403321;9.828796-0.66494024;-0.7467881;-0.012730214
0.07466917;-0.23403321;9.828796-0.65758836;-0.7532662;-0.012940317
0.07646482;-0.22804771;9.818622-0.6565774;-0.75415665;-0.012402823
0.07646482;-0.24839842;9.827001-0.6593356;-0.7517208;-0.0138709955
0.07646482;-0.24839842;9.827001-0.67315936;-0.7393751;-0.0134513695
0.07107786;-0.24121583;9.815628-0.67288786;-0.73962486;-0.013303456
0.08185177;-0.25139117;9.825205-0.6729142;-0.7396007;-0.013317775
0.08185177;-0.25139117;9.825205-0.6830934;-0.73021543;-0.012992839
0.06988076;-0.24241292;9.815628-0.6834008;-0.7299247;-0.01316132
0.07227496;-0.25438392;9.791686-0.68470514;-0.7286881;-0.013877027
0.07227496;-0.25438392;9.791686-0.65190953;-0.7581507;-0.014884528
0.09801263;-0.25677812;9.797073-0.6492275;-0.7604756;-0.0134367645
0.096216984;-0.24181437;9.786898-0.64741915;-0.7620322;-0.012463361
0.096216984;-0.24181437;9.786898-0.6671005;-0.7448736;-0.011845916
0.09920973;-0.24121583;9.7719345-0.6667045;-0.74523145;-0.011626977
0.09561843;-0.24540567;9.773131-0.667666;-0.7443617;-0.012158785
0.09561843;-0.24540567;9.773131-0.65786517;-0.7530325;-0.012472401
0.08364742;-0.23044191;9.791088-0.6572137;-0.753607;-0.012122083
0.07347207;-0.24061728;9.779716-0.6598243;-0.7512981;-0.013527659
0.07347207;-0.24061728;9.779716-0.6726693;-0.7398265;-0.013148914
0.07766192;-0.24660277;9.810242-0.6728838;-0.7396293;-0.013265442
0.080056116;-0.23163901;9.789292-0.67067033;-0.74165744;-0.012064766
0.080056116;-0.23163901;9.789292-0.6482584;-0.7613143;-0.012713182
0.08544307;-0.23942018;9.825205-0.64860654;-0.7610145;-0.012903884
0.07826047;-0.25498247;9.845556-0.6514541;-0.7585501;-0.014466819
0.07826047;-0.25498247;9.845556-0.67094404;-0.7413783;-0.013867177
0.08364742;-0.22325931;9.804854-0.66616076;-0.7457226;-0.011297149
0.064493805;-0.24660277;9.801263-0.67159647;-0.7407806;-0.014219058
0.064493805;-0.24660277;9.801263-0.68149894;-0.7316867;-0.013925095
0.07766192;-0.25258827;9.7863-0.6807283;-0.73241156;-0.013501723
0.08364742;-0.23942018;9.794679-0.6782917;-0.7346921;-0.012166071
0.08364742;-0.23942018;9.794679-0.67462534;-0.73805827;-0.012279664
0.08424597;-0.24420857;9.799467-0.6751775;-0.7375481;-0.012575641
0.08364742;-0.23942018;9.803658-0.6746054;-0.73807645;-0.012269032
0.08364742;-0.23942018;9.803658-0.6680978;-0.743969;-0.012468461
0.07287352;-0.24420857;9.818023-0.669977;-0.74225926;-0.01348973
0.08304887;-0.24181437;9.822212-0.66844374;-0.74365497;-0.012656307
0.08304887;-0.24181437;9.822212-0.65804136;-0.75287014;-0.012971132
0.08185177;-0.22685061;9.821015-0.6561108;-0.75456977;-0.011961166
0.08604162;-0.2220622;9.826403-0.65492314;-0.7556104;-0.011341063
0.08604162;-0.2220622;9.826403-0.6688643;-0.743304;-0.010940886
0.064493805;-0.23642741;9.812635-0.6734302;-0.73912966;-0.013382585
0.09202713;-0.24899697;9.791088-0.6718202;-0.74060833;-0.01251991
0.09202713;-0.24899697;9.791088-0.66463256;-0.74706155;-0.01275158
0.08484452;-0.24301147;9.777321-0.6647196;-0.7469833;-0.012797748
0.08783727;-0.23702596;9.776124-0.6635437;-0.7480385;-0.012174627
0.08783727;-0.23702596;9.776124-0.6636018;-0.7479869;-0.012172856
0.07287352;-0.23223756;9.813234-0.66468024;-0.74701923;-0.012742825
0.056712653;-0.24720132;9.818622-0.66866267;-0.74341744;-0.014854646
0.056712653;-0.24720132;9.818622-0.66603285;-0.74577296;-0.014929139
0.065092355;-0.24061728;9.7958765-0.6642319;-0.7473965;-0.013944654
0.06988076;-0.26036942;9.803658-0.6662573;-0.7455699;-0.015052039
0.06988076;-0.26036942;9.803658-0.67276496;-0.7397072;-0.014849949
0.07407062;-0.24241292;9.798869-0.66989267;-0.7423388;-0.013300836
0.08544307;-0.24600422;9.821614-0.66895306;-0.7431945;-0.012795411
0.08544307;-0.24600422;9.821614-0.67234594;-0.7401284;-0.012689097
0.079457566;-0.24660277;9.831191-0.6731146;-0.739422;-0.013107209
0.07227496;-0.24001873;9.790489-0.6732035;-0.7393402;-0.013155597
0.07227496;-0.24001873;9.790489-0.65655315;-0.7541565;-0.01364174
0.080056116;-0.24839842;9.805453-0.6567365;-0.75399506;-0.013738824
0.07885902;-0.25917232;9.809045-0.6583456;-0.7525744;-0.0145916315
0.07885902;-0.25917232;9.809045-0.65475994;-0.75569385;-0.014702882
0.062099606;-0.23942018;9.813234-0.6540404;-0.7563242;-0.014313691
0.07407062;-0.24899697;9.832987-0.6538854;-0.75645965;-0.014229907
0.07407062;-0.24899697;9.832987-0.6579633;-0.75291795;-0.014109499
0.06688801;-0.24660277;9.7863-0.6585962;-0.7523578;-0.0144570805
0.06988076;-0.2208651;9.813234-0.654746;-0.7557482;-0.012347025
0.06988076;-0.2208651;9.813234-0.63602585;-0.771561;-0.01283623
0.07407062;-0.23642741;9.796474-0.6378248;-0.7700585;-0.013761977
0.07227496;-0.24480712;9.801263-0.63923776;-0.7688727;-0.014490442
0.07227496;-0.24480712;9.801263-0.66976327;-0.74245;-0.013605385
0.07227496;-0.23642741;9.813833-0.668619;-0.74349177;-0.012987529
0.07227496;-0.23642741;9.813833-0.66577727;-0.746036;-0.013069751
0.07766192;-0.22565351;9.816227-0.6637117;-0.7478931;-0.011941409
0.062698156;-0.22565351;9.802461-0.66550845;-0.74627846;-0.012922696
0.062698156;-0.22565351;9.802461-0.68143535;-0.73177177;-0.012486876
0.06928221;-0.24720132;9.797073-0.6834541;-0.72986716;-0.013582925
0.079457566;-0.25677812;9.809045-0.68343157;-0.7298884;-0.013570696
0.079457566;-0.25677812;9.809045-0.676731;-0.73610127;-0.013787612
0.07526772;-0.24899697;9.793482-0.67625296;-0.73654515;-0.013529151
0.08245032;-0.24121583;9.81503-0.6743117;-0.73834145;-0.0124811055
0.08245032;-0.24121583;9.81503-0.6653289;-0.7464413;-0.01275563
0.07586627;-0.23942018;9.806051-0.6658896;-0.74593586;-0.013060662
0.07466917;-0.25139117;9.807249-0.66761;-0.7443795;-0.013997866
0.07407062;-0.23343466;9.783307-0.6653596;-0.7464138;-0.012772291
0.07407062;-0.23343466;9.783307-0.67233557;-0.7401397;-0.012569773
0.07885902;-0.25498247;9.803658-0.67451257;-0.738135;-0.01377242
0.07885902;-0.25498247;9.803658-0.66455954;-0.7471025;-0.014085716
0.07885902;-0.24121583;9.785701-0.6627743;-0.7487044;-0.0131144
0.079457566;-0.25318682;9.788095-0.6642899;-0.74734503;-0.013938875
0.079457566;-0.25318682;9.788095-0.66052336;-0.75067395;-0.014055561
0.06868366;-0.23882163;9.7803135-0.6598898;-0.7512373;-0.013709995
0.08723872;-0.23403321;9.783905-0.6570617;-0.7537386;-0.012170869
0.08723872;-0.23403321;9.783905-0.674365;-0.7383064;-0.011647443
0.08963293;-0.24361002;9.788693-0.6752884;-0.7374535;-0.012169447
0.08245032;-0.23942018;9.796474-0.6755733;-0.7371898;-0.012330648
0.08245032;-0.23942018;9.796474-0.6745928;-0.7380866;-0.012360816
0.080056116;-0.24899697;9.782109-0.6761753;-0.7366222;-0.013216448
0.07826047;-0.24959552;9.813234-0.6763964;-0.73641694;-0.013336201
0.07826047;-0.24959552;9.813234-0.66637367;-0.74549305;-0.013646981
0.08783727;-0.24480712;9.807847-0.66462106;-0.74707276;-0.01269496
0.07407062;-0.24001873;9.800665-0.6656304;-0.7461641;-0.013242949
0.07407062;-0.24001873;9.800665-0.67253083;-0.73995423;-0.013038716
0.06988076;-0.25737667;9.818023-0.67527026;-0.73742723;-0.0145251425
0.08903438;-0.25139117;9.8042555-0.6722296;-0.7402307;-0.012875625
0.08903438;-0.25139117;9.8042555-0.6654839;-0.7462974;-0.013092442
0.07706337;-0.24839842;9.776124-0.666576;-0.7453115;-0.013682888
0.08843583;-0.24001873;9.801862-0.66404366;-0.74759233;-0.012315101
0.08843583;-0.24001873;9.801862-0.65836525;-0.752595;-0.012488834
0.08304887;-0.22685061;9.792285-0.65725005;-0.75357884;-0.01188343
0.07766192;-0.23582886;9.805453-0.6590588;-0.7519813;-0.012865814
0.07766192;-0.23582886;9.805453-0.6749346;-0.7377734;-0.012398359
0.06688801;-0.24600422;9.804854-0.6775435;-0.7353527;-0.013827878
0.07107786;-0.24540567;9.807249-0.67696047;-0.73589534;-0.013507965
0.07107786;-0.24540567;9.807249-0.67076933;-0.7415396;-0.013694071
0.06988076;-0.24600422;9.824607-0.6709469;-0.74137706;-0.013791454
0.07826047;-0.23163901;9.83957-0.6680435;-0.7440222;-0.012202075
0.07826047;-0.23163901;9.83957-0.6675716;-0.7444453;-0.01221579
0.07407062;-0.23822308;9.775525-0.6690828;-0.7430735;-0.0130384695
0.07706337;-0.24361002;9.802461-0.66937506;-0.7428073;-0.01319781
0.07706337;-0.24361002;9.802461-0.68260294;-0.7306775;-0.012792368
0.06808511;-0.24600422;9.799467-0.68399155;-0.729364;-0.013557573
0.06808511;-0.25198972;9.798869-0.6847567;-0.72863764;-0.013979928
0.06808511;-0.25198972;9.798869-0.6714264;-0.7409316;-0.014388701
0.064493805;-0.25558102;9.801263-0.67233115;-0.74010104;-0.01487508
0.059106853;-0.25378537;9.809045-0.67272204;-0.7397415;-0.015085373
0.059106853;-0.25378537;9.809045-0.6699729;-0.7422307;-0.0151663385
0.08484452;-0.23403321;9.80665-0.66428137;-0.7473849;-0.012088966
0.08963293;-0.25318682;9.81503-0.66624755;-0.7456147;-0.013149433
0.08963293;-0.25318682;9.81503-0.6856134;-0.72785825;-0.012514538
0.08604162;-0.24839842;9.790489-0.685487;-0.7279785;-0.012445579
0.08424597;-0.25258827;9.814431-0.6861882;-0.7273109;-0.012828213
0.08424597;-0.25258827;9.814431-0.6764622;-0.73636;-0.013144591
0.06569091;-0.25198972;9.7803135-0.6786467;-0.73432446;-0.014361634
0.08364742;-0.25258827;9.774328-0.6766242;-0.73620963;-0.013234675
0.08364742;-0.25258827;9.774328-0.6633552;-0.74818003;-0.013657568
0.09382278;-0.24121583;9.7803135-0.6606008;-0.75063866;-0.012176147
0.08065467;-0.25079262;9.779716-0.66345716;-0.74808866;-0.013712485
0.08065467;-0.25079262;9.779716-0.6799724;-0.733119;-0.013192396
0.060902506;-0.25977087;9.818622-0.6833646;-0.72992164;-0.015072762
0.059705406;-0.24301147;9.802461-0.68141454;-0.73176396;-0.013990661
0.059705406;-0.24301147;9.802461-0.67834634;-0.7346074;-0.014079841
0.06928221;-0.24361002;9.824607-0.6772555;-0.73562473;-0.013464541
0.063895255;-0.23343466;9.818023-0.6766105;-0.73622453;-0.013101223
0.063895255;-0.23343466;9.818023-0.66841584;-0.74366826;-0.013331537
0.07586627;-0.23463176;9.799467-0.66716415;-0.744803;-0.012667952
0.08664017;-0.22984336;9.817424-0.66516286;-0.7466081;-0.0116092665
0.08664017;-0.22984336;9.817424-0.66638845;-0.745515;-0.011572858
0.09142858;-0.25079262;9.812037-0.66859734;-0.7435149;-0.012774019
0.06748656;-0.26036942;9.800066-0.67271227;-0.7397517;-0.015021296
0.06748656;-0.26036942;9.800066-0.6789945;-0.7339936;-0.014825053
0.08544307;-0.24600422;9.762956-0.6750566;-0.737657;-0.012679338
0.07347207;-0.24600422;9.787497-0.6764379;-0.7363771;-0.013430664
0.07347207;-0.24600422;9.787497-0.6734146;-0.7391414;-0.013522841
0.062099606;-0.23582886;9.8042555-0.6733989;-0.73915577;-0.013514177
0.07706337;-0.24121583;9.80665-0.6723307;-0.7401381;-0.012921943
0.07706337;-0.24121583;9.80665-0.682112;-0.7311387;-0.012623717
0.08903438;-0.25139117;9.768343-0.6820698;-0.73117846;-0.01260031
0.080056116;-0.24361002;9.77792-0.6821245;-0.7311269;-0.012630663
0.080056116;-0.24361002;9.77792-0.6783867;-0.73459446;-0.012747658
0.09023148;-0.23822308;9.803658-0.6763698;-0.7364698;-0.011670568
0.080056116;-0.23762453;9.814431-0.67751014;-0.73541105;-0.012279149
0.080056116;-0.23762453;9.814431-0.6650184;-0.74671966;-0.012654845
0.06868366;-0.25079262;9.791686-0.668144;-0.7438932;-0.014366508
0.09561843;-0.25977087;9.806051-0.6661241;-0.7457231;-0.013259507
0.09561843;-0.25977087;9.806051-0.67333907;-0.7392193;-0.013016863
0.08185177;-0.24720132;9.814431-0.6733165;-0.73924;-0.013004213
0.09861118;-0.24480712;9.788095-0.6711252;-0.74125046;-0.011777871
0.09861118;-0.24480712;9.788095-0.6770022;-0.7358898;-0.01158459
0.08424597;-0.25079262;9.81922-0.67939746;-0.7336569;-0.012909298
0.08843583;-0.24361002;9.813234-0.67799866;-0.73496294;-0.012135141
0.08843583;-0.24361002;9.813234-0.6676445;-0.744376;-0.012462127
0.07706337;-0.24839842;9.800066-0.66966957;-0.74253553;-0.013554771
0.08544307;-0.24660277;9.800066-0.66842943;-0.7436639;-0.012885313
0.08544307;-0.24660277;9.800066-0.6716334;-0.7407734;-0.012784644
0.08723872;-0.23283611;9.811439-0.6695576;-0.7426685;-0.0116709415
0.07586627;-0.23822308;9.786898-0.6717042;-0.7407085;-0.012822673
0.07586627;-0.23822308;9.786898-0.65882146;-0.7521834;-0.013201844
0.07167641;-0.23463176;9.797672-0.6588064;-0.7521969;-0.013193787
0.06808511;-0.23942018;9.807847-0.65986645;-0.75125694;-0.013758268
0.06808511;-0.23942018;9.807847-0.6789775;-0.7340403;-0.013205325
0.07347207;-0.25857377;9.804854-0.68083274;-0.7323011;-0.0142104775
0.09023148;-0.25258827;9.822212-0.677991;-0.734961;-0.012671932
0.09023148;-0.25258827;9.822212-0.68779796;-0.7257972;-0.012346183
0.07706337;-0.24361002;9.791088-0.68832415;-0.7252933;-0.012628232
0.08364742;-0.26156655;9.813234-0.68978995;-0.72388524;-0.013415048
0.08364742;-0.26156655;9.813234-0.6733074;-0.7392308;-0.013964572
0.07047931;-0.24959552;9.824008-0.6732829;-0.7392533;-0.01395172
0.065092355;-0.23882163;9.807847-0.6725263;-0.7399491;-0.0135544045
0.065092355;-0.23882163;9.807847-0.67919856;-0.7338329;-0.013361192
0.08604162;-0.24540567;9.806051-0.6775339;-0.735386;-0.012458814
0.08245032;-0.260968;9.821614-0.67995447;-0.73312503;-0.013771637
0.08245032;-0.260968;9.821614-0.67063457;-0.7416542;-0.014076501
0.06928221;-0.25737667;9.791088-0.6718114;-0.74057615;-0.01471363
0.079457566;-0.23104046;9.807847-0.667053;-0.7449114;-0.012143569
0.079457566;-0.23104046;9.807847-0.673141;-0.7394174;-0.011964827
0.08544307;-0.2208651;9.781511-0.67108524;-0.74130034;-0.010876414
0.07227496;-0.23942018;9.796474-0.6751733;-0.73754376;-0.01304395
0.07227496;-0.23942018;9.796474-0.6598771;-0.7512524;-0.013491834
0.07107786;-0.23403321;9.803658-0.6592873;-0.75177586;-0.013166494
0.09561843;-0.25917232;9.790489-0.65979254;-0.7513275;-0.013445188
0.09561843;-0.25917232;9.790489-0.6763005;-0.73651284;-0.012891795
0.09322423;-0.25677812;9.794679-0.67626655;-0.7365445;-0.012872715
0.06748656;-0.24001873;9.7958765-0.6771378;-0.73573494;-0.013361996
0.06748656;-0.24001873;9.7958765-0.6730169;-0.7395042;-0.01348274
0.07826047;-0.23822308;9.783905-0.67153126;-0.7408679;-0.012667487
0.063296705;-0.24899697;9.779117-0.6747247;-0.7379287;-0.014421972
0.063296705;-0.24899697;9.779117-0.68187505;-0.73133075;-0.014207693
0.06928221;-0.25139117;9.762358-0.68150806;-0.7316765;-0.014004877
0.08364742;-0.24121583;9.794679-0.67841107;-0.73457956;-0.012296971
0.08364742;-0.24121583;9.794679-0.665293;-0.7464744;-0.012701938
0.080056116;-0.24600422;9.7958765-0.6663519;-0.7455192;-0.01327654
0.06628946;-0.24660277;9.796474-0.6680634;-0.7439686;-0.014207065
0.06628946;-0.24660277;9.796474-0.65442723;-0.75598407;-0.014601799
0.07826047;-0.23523031;9.814431-0.65145206;-0.75857866;-0.012986768
0.07646482;-0.24420857;9.811439-0.65288156;-0.7573348;-0.01376202
0.07646482;-0.24420857;9.811439-0.67015064;-0.7421069;-0.013248405
0.07287352;-0.24839842;9.797073-0.6711646;-0.74118;-0.013799817
0.07526772;-0.24420857;9.794679-0.67033285;-0.74194056;-0.013347434
0.07526772;-0.24420857;9.794679-0.7021494;-0.7119224;-0.012354502
0.07826047;-0.24839842;9.808446-0.70227194;-0.71180046;-0.012422963
0.07047931;-0.23702596;9.777321-0.7018831;-0.7121876;-0.012205666
0.07047931;-0.23702596;9.777321-0.6725598;-0.739927;-0.01308951
0.07407062;-0.23283611;9.846753-0.67141885;-0.7409731;-0.012470393
0.079457566;-0.24121583;9.814431-0.6719515;-0.74048525;-0.012759285
0.079457566;-0.24121583;9.814431-0.675402;-0.7373411;-0.012654075
0.07227496;-0.23044191;9.81503-0.67485374;-0.73784804;-0.012354123
0.07347207;-0.23882163;9.8198185-0.6757916;-0.7369804;-0.012867351
0.07347207;-0.23882163;9.8198185-0.6922119;-0.72158825;-0.012370151
0.06868366;-0.23044191;9.822212-0.6917334;-0.72205144;-0.012103193
0.06688801;-0.24600422;9.824008-0.6938836;-0.7199642;-0.013304318
