-0.9994296;-5.8143187;-0.0362123
-0.22490533;-8.6496525;1.7091607
-0.04833295;-9.317635;2.1305401
-0.002244564;-9.478046;2.2670097
0.014514848;-9.554661;2.2711997
0.026485857;-9.586982;2.2484546
0.012120646;-9.61691;2.2526445
0.0043394906;-9.624092;2.2328923
0.007930793;-9.621698;2.197578
-0.004040215;-9.611523;2.194585
-0.0034416649;-9.606734;2.2287025
-0.026186582;-9.61272;2.2328923
-0.011222821;-9.579201;2.2388778
-0.008828619;-9.555259;2.2765865
-0.0016460137;-9.543288;2.3101053
0.0067336923;-9.54209;2.305317
0.028880058;-9.535507;2.3370402
0.03127426;-9.543288;2.3639748
0.051624972;-9.56304;2.3633764
0.009127894;-9.576208;2.3286605
-0.023792379;-9.568427;2.2861633
-0.08364742;-9.561244;2.2514474
-0.08903438;-9.545084;2.2508488
-0.09142858;-9.5570545;2.2658126
-0.10040683;-9.562442;2.287959
-0.07885902;-9.562442;2.3017256
-0.056712653;-9.533711;2.3286605
-0.057311203;-9.543288;2.310704
-0.08065467;-9.524733;2.3011272
-0.08664017;-9.487024;2.3011272
-0.034566287;-9.478046;2.3430257
-4.4891282E-4;-9.448717;2.395698
-0.014215573;-9.456498;2.4208372
-0.02439093;-9.456498;2.37834
-0.031573534;-9.487623;2.3633764
-0.044741645;-9.507974;2.3591864
-0.035164837;-9.533113;2.3579893
-0.044741645;-9.509171;2.3244705
-0.036361936;-9.520543;2.3567922
-0.041150343;-9.537901;2.3992894
-0.021398177;-9.506777;2.343624
0.020500353;-9.48882;2.3699603
0.06060323;-9.451111;2.3747487
0.053420626;-9.449316;2.3801358
0.049829323;-9.431359;2.3376386
0.024690205;-9.460688;2.2909517
0.024690205;-9.473258;2.310704
0.039653964;-9.495404;2.25444
0.039653964;-9.522937;2.233491
0.05940613;-9.56304;2.2616227
0.049829323;-9.583391;2.2741923
0.036661215;-9.606135;2.275988
0.022296004;-9.588778;2.1915925
-0.021398177;-9.572617;2.1724389
-0.03815759;-9.548675;2.1472998
-0.041748893;-9.5492735;2.1927896
-0.056712653;-9.578603;2.2388778
-0.061501056;-9.584588;2.3244705
-0.057909753;-9.618107;2.3418286
-0.047734395;-9.662399;2.3591864
-0.07766192;-9.643845;2.3166895
-0.10399814;-9.64983;2.2993314
-0.08903438;-9.626487;2.3549967
-0.10699089;-9.60853;2.4034793
-0.13452421;-9.616311;2.4100633
-0.12434885;-9.640253;2.3514054
-0.10878654;-9.648034;2.3693619
-0.061501056;-9.642648;2.3077111
-0.04833295;-9.648633;2.2783823
-0.03935469;-9.601946;2.270601
-4.4891282E-4;-9.569026;2.2478561
0.048033673;-9.546281;2.2448633
0.024091655;-9.553463;2.170643
0.022296004;-9.539098;2.1478982
1.496376E-4;-9.523536;2.1179707
-0.028580783;-9.539697;2.0623055
-0.042945992;-9.543886;2.01502
-0.035164837;-9.578603;1.979107
-0.030376434;-9.594764;1.9809027
-0.022595279;-9.618706;2.0072389
-0.0058358666;-9.611523;2.0233998
-0.015412673;-9.625888;2.0545244
0.004938041;-9.627684;2.1155765
-0.014814123;-9.600749;2.1101894
0.0031423897;-9.567828;2.13473
0.022894554;-9.551667;2.1179707
0.049829323;-9.548077;2.1059997
0.040851068;-9.56723;2.0808606
0.034865562;-9.599552;2.1048026
0.021098902;-9.624691;2.080262
0.051624972;-9.625888;2.0874445
0.06120178;-9.597756;2.1059997
0.11507132;-9.592369;2.161665
0.11626842;-9.562442;2.2364836
0.1491887;-9.564836;2.2640169
0.1743278;-9.56304;2.293346
0.1755249;-9.558251;2.3388357
0.1587655;-9.561244;2.3867197
